4.73009e-6,1.53135e-5,1.5597e-5,7.66318e-6,1.05909e-5,1.18489e-5,1.23761e-5,8.79465e-6,8.07176e-6,1.836e-5,9.21046e-6,6.16086e-6
0.00444455,0.00356312,0.00186861,0.00156659,0.00189515,0.00234525,0.00226283,0.00170339,0.0026118,0.00440844,0.00327276,0.00267309
0.00916542,0.00345595,0.00147368,0.0036178,0.00775522,0.00335963,0.00462876,0.00854202,0.00539781,0.00176427,0.00702848,0.0153059
0.00800024,0.00262987,0.00145234,0.00265712,0.00676078,0.00349015,0.00344669,0.00645395,0.00431245,0.000738828,0.00676841,0.0134586
0.00502881,0.00261602,0.000771994,0.00224543,0.00523714,0.00300632,0.00292313,0.00698611,0.00456227,0.00145968,0.00423962,0.010243
0.00841581,0.00311308,0.00106101,0.00155901,0.00554184,0.00358341,0.00216621,0.00662491,0.0045345,0.00114009,0.00423743,0.0120137
0.00509422,0.00242033,0.000657939,0.00111536,0.00391239,0.00217414,0.00185971,0.00497096,0.00377893,0.000856463,0.00294493,0.00891447
0.00681308,0.00249389,0.000780742,0.00141744,0.00378051,0.00215802,0.0017444,0.00392626,0.00371517,0.0011461,0.00256089,0.00861006
0.00743053,0.0021615,0.000871268,0.00115274,0.00372692,0.00251629,0.00171778,0.00435587,0.00338881,0.000738279,0.00349219,0.00995314
0.00625866,0.00554947,0.00186924,0.00153431,0.0019481,0.00152846,0.00300871,0.00632678,0.0036871,0.00424929,0.00400016,0.00477812
0.00730942,0.00199584,0.00252515,0.0034237,0.00596342,0.002368,0.00380687,0.00861802,0.00571455,0.00338055,0.00915355,0.0141282
0.00872426,0.00239927,0.0017621,0.00330726,0.00679298,0.00335781,0.00426766,0.00902979,0.00563732,0.00144327,0.00682616,0.0135279
0.00211363,0.0022343,0.00119863,0.00249914,0.00541349,0.00270135,0.00637661,0.00956676,0.00406286,0.00163983,0.00670604,0.00774573
0.00655267,0.00138164,0.00118743,0.00226391,0.00375446,0.00092257,0.00643928,0.010341,0.00433632,0.00132153,0.00709554,0.0118986
0.00542178,0.00197666,0.00136321,0.00264623,0.00427715,0.00206368,0.00636916,0.0108909,0.00548416,0.00159513,0.0064526,0.0097342
0.00408405,0.00199858,0.00138822,0.00174683,0.00354798,0.00224381,0.00550433,0.0109568,0.00565268,0.000703324,0.00525897,0.00807568
0.00764526,0.0020596,0.00141755,0.000965077,0.00347649,0.00175011,0.00399393,0.00984741,0.006113,0.000861755,0.00445716,0.0100765
0.00421897,0.00273709,0.00199361,0.000922724,0.00155806,0.00141077,0.00358299,0.00605966,0.0040837,0.00263296,0.0029498,0.00324773
0.0064478,0.00370684,0.00590868,0.00603229,0.00825968,0.00487395,0.00389343,0.00945757,0.00815014,0.0051099,0.00805062,0.0139364
0.00448363,0.00396863,0.00376604,0.00429681,0.00874097,0.00578387,0.00447993,0.0121758,0.00945137,0.00204872,0.00323424,0.0107314
0.0122502,0.00449818,0.00519984,0.00459715,0.00700461,0.00448059,0.00449335,0.011062,0.00724493,0.00219769,0.00587012,0.014791
0.00740973,0.0042651,0.00489187,0.00361074,0.00622197,0.00413915,0.00521332,0.0112647,0.00674702,0.00110607,0.00568991,0.0121114
0.00980682,0.00330195,0.00547676,0.00344564,0.00556057,0.00181022,0.00436811,0.00897001,0.00540573,0.0015842,0.00714714,0.0145914
0.00818925,0.00444049,0.00562001,0.00478288,0.00567514,0.00267527,0.00469173,0.00768528,0.00383354,0.00141792,0.00684864,0.0137763
0.00487879,0.00514039,0.00516143,0.00488343,0.00581343,0.00221223,0.00468283,0.00717736,0.00369149,0.00119845,0.00820832,0.0101735
0.0037245,0.00372493,0.00420944,0.00369312,0.00392336,0.00304868,0.00486037,0.00585392,0.00183468,0.00145352,0.00372121,0.0063089
