-16.6492,-0.694439,1.31839,0.391399,0.184034,0.176348,-0.91422,0.472385,-1.06961,0.353762,-0.187639,-0.0739576,0.240411,-0.378518,0.132806,0.0742227,0.426472,0.285084,0.166335,0.0858839
-13.9588,-1.541,-0.22869,0.557343,-0.326849,-0.0025216,-0.641171,0.665967,-1.57317,0.440443,0.253427,-0.45998,0.403303,0.341295,0.929287,-0.569974,0.652402,0.397492,0.0223257,-0.044629
-14.3216,-1.69318,0.0147652,1.04999,-0.0930215,-0.00637531,-0.314021,1.26556,-1.37928,0.506635,0.342197,-0.521153,-0.160013,0.167484,0.627799,-1.15492,0.644055,0.471321,-0.200135,-0.144842
-15.9192,-1.17595,0.237525,0.847195,0.0402808,-0.256764,-0.241349,1.77231,-1.08982,0.572107,0.621511,-0.483601,-0.150146,0.323678,0.329375,-1.45942,0.485245,0.256621,-0.263925,-0.0268472
-16.3244,-1.24116,0.212551,0.973814,-0.189837,-0.30606,-0.254516,1.65478,-1.42482,0.667826,0.548083,-0.513743,-0.0993952,0.0767555,0.673121,-1.34352,0.625436,0.0631927,-0.441417,0.00322811
-16.3602,-1.16684,0.123206,1.04627,-0.100437,-0.251776,-0.403904,1.20807,-1.56537,0.650776,0.788529,-0.385678,-0.162909,0.182887,0.429021,-1.14154,0.559422,0.154086,-0.305515,-0.0437609
-15.6169,-1.3927,0.0258595,1.05937,-0.509011,-0.132793,-0.70281,1.2278,-1.24432,0.325451,0.851496,-0.388624,-0.0110675,0.332012,0.356293,-1.09911,0.467479,0.229372,-0.397542,0.0817167
-14.0153,-1.36743,-0.510942,1.10409,-0.821664,0.243325,-0.993229,1.4241,-1.01293,-0.608092,0.989098,-0.468227,0.0898821,0.315616,0.0820251,0.07618,-0.0382911,0.110256,0.113269,-0.25739
-12.5268,-2.00606,-1.45725,1.38825,-0.262075,0.453016,-0.90404,1.31714,-0.229159,-0.750125,0.738752,-0.00569477,-0.425647,-0.161333,0.0691352,0.725897,0.00880038,-0.233501,-0.0745973,0.112473
-14.0848,-1.87475,-0.967457,1.64216,-0.275217,-0.109089,-1.21398,1.84448,-0.341269,-1.08541,1.0738,0.176578,0.0293984,-0.130108,0.074936,0.279076,-0.292384,-0.107437,0.0796369,0.0386557
-14.4726,-1.80446,-0.898537,1.63862,-0.0712375,-0.072022,-1.56455,1.73899,-0.297981,-1.08332,0.981746,-0.0595479,-0.186347,9.19219e-5,0.158662,0.536073,-0.305375,-0.0570226,0.112664,-0.084638
-14.4753,-1.70122,-0.823224,1.70315,0.067486,0.153497,-1.5788,1.91,-0.461731,-0.788544,1.09977,0.00234681,-0.263415,-0.191275,0.206584,0.122405,-0.263021,-0.00952559,0.151147,-0.158383
-14.615,-1.82457,-0.951758,1.68293,-0.0714115,0.261248,-1.60198,1.55467,-0.645593,-0.993811,1.2518,-0.0104612,-0.189583,-0.334591,0.124196,0.139979,-0.350431,-0.14666,0.0710861,-0.247778
-13.3546,-2.02688,-0.587718,1.95743,-0.83687,0.194537,-1.27041,1.20227,-0.146933,-1.48755,0.603632,0.595151,-0.234048,0.246327,0.283462,0.0440581,0.193777,-0.25066,0.111471,-0.00769148
-11.4506,-1.8106,-1.77358,1.59212,-0.698876,0.643893,-1.2583,0.880744,0.790794,-1.11025,-0.0516879,0.411451,-0.0446764,0.0319,-0.318018,-0.162055,0.803362,0.0541976,0.109088,0.0277891
-12.5524,-1.71945,-1.93011,1.59069,-0.0616242,0.78949,-1.51042,1.10356,0.900706,-1.23824,-0.0640182,0.370964,0.200819,0.314707,-0.272042,-0.00873637,0.935728,-0.133823,-0.244393,-0.13703
-13.1393,-2.0727,-1.52652,2.07802,-0.258135,0.381304,-2.08861,0.779859,1.02384,-1.1225,0.149701,0.54769,0.172937,0.425233,-0.350876,0.173579,0.760368,-0.529983,-0.348393,0.12982
-13.2549,-1.89741,-1.75276,2.00493,-0.118856,0.653063,-1.73806,0.897622,0.851045,-1.24672,0.263593,0.563639,-0.0542381,0.370557,-0.441038,-0.159934,0.810509,-0.46943,-0.399226,0.0980743
-13.5185,-1.78107,-1.72626,2.077,0.00303642,0.43834,-2.0318,0.965001,0.831022,-1.38567,0.245984,0.288114,-0.0491215,0.375639,-0.541806,-0.123287,0.680189,-0.176514,-0.370536,0.118008
-13.0392,-2.02396,-1.50828,2.56336,-0.295261,0.353948,-1.6176,0.76892,1.24473,-1.07241,0.106501,0.512299,-0.0057555,-0.0164998,-0.308658,-0.073712,0.871279,-0.129131,-0.47689,-0.0022712
-11.5466,-1.52093,-2.10967,1.8917,-0.529049,0.734249,-1.3299,-0.048021,1.00333,-0.877309,-0.480906,0.267311,0.182874,0.354217,0.18151,-0.664681,0.0279979,0.203489,-0.17963,0.180102
-10.7437,-1.75102,-2.63267,1.44891,-0.601305,0.934433,-1.28588,-0.0951871,1.07061,-0.0835407,-0.318066,-0.11527,0.16421,0.508151,0.356875,-0.473986,-0.150527,0.281231,0.237581,0.269755
