-28.0108,1.19031,-0.0420265,-0.273136,-0.394428,-0.738468,-0.384945,-0.510197,0.431498,0.281488,-0.0458277,-0.097366,-0.299601,0.197614,-0.0438624,-0.340441,-0.171221,0.042741,0.228893,0.135622
-17.6085,4.57162,0.227299,-0.436209,-0.81084,-0.835398,-1.1602,-0.870923,-0.85061,-0.626791,-0.0880416,0.219165,0.0216073,0.0714462,0.206,0.14653,-0.0516982,-0.196872,-0.100514,0.0266587
-16.0703,4.81484,0.0823067,-0.296237,-0.698707,-1.00398,-0.941948,-0.991847,-0.855616,-0.793986,-0.592324,-0.079397,-0.152458,-0.276179,0.209778,0.109412,-0.0549551,-0.000946598,-0.0654182,-0.161846
-15.9334,4.72235,0.0849345,0.0129864,-0.63482,-0.824168,-0.792531,-0.890669,-0.847012,-0.657274,-0.47897,-0.314378,-0.202152,-0.061574,0.00987301,0.141614,-0.0587267,0.0313182,-0.0452015,0.0802317
-16.1459,4.95152,0.275127,0.0798605,-0.709657,-1.18005,-1.33102,-1.19756,-0.941998,-0.72188,-0.411421,-0.207872,-0.104275,-0.00483214,-0.0858342,0.24585,0.0324198,-0.231474,-0.157492,-0.218135
-16.0245,4.99547,0.049164,-0.272984,-0.889197,-1.26193,-1.27316,-0.923065,-0.879753,-0.868831,-0.51438,-0.236411,-0.121051,0.0433885,0.0248006,0.0763984,0.0845442,-0.0796951,0.00605713,0.0432818
-16.5253,4.82052,0.169784,0.0775863,-0.290298,-0.864166,-1.08133,-1.13532,-0.870656,-0.632427,-0.456516,-0.330303,-0.223796,-0.179599,-0.0680447,0.0176194,-0.153788,-0.167326,-0.034365,0.17332
-16.18,5.25518,0.463858,0.138853,-0.689471,-1.12705,-0.933694,-0.988914,-0.997719,-0.425488,-0.369111,-0.346244,-0.142639,0.100571,-0.0758111,-0.0176073,0.0475446,-0.0869684,-0.265768,-0.0709183
-16.4647,5.21781,0.575965,-0.0911487,-0.795074,-1.09833,-0.868464,-1.02182,-0.911005,-0.664663,-0.46559,-0.2017,-0.00853232,-0.173156,-0.0122848,0.260957,-0.00198035,-0.274071,-0.28417,-0.115201
-16.2353,5.1601,0.641387,0.416617,-0.60047,-1.18476,-1.40136,-1.07174,-0.876783,-0.488401,-0.295443,-0.0520449,0.0349603,0.0857942,-0.0173534,0.0273737,0.0511435,-0.226945,-0.215881,-0.185008
-16.1656,5.33598,0.626315,0.127797,-0.58602,-1.00203,-1.42768,-1.33204,-1.01188,-0.606057,-0.351156,0.0178203,-0.0448832,-0.149201,0.0989098,0.0699862,-0.264207,-0.0798908,-0.236518,-0.329851
-16.4762,5.09448,0.645763,0.317754,-0.221471,-1.06172,-1.47833,-1.39996,-1.10788,-0.637122,-0.516304,-0.0662382,0.141503,0.10055,0.100911,0.0204286,-0.239501,-0.30672,-0.267158,-0.121246
-16.6079,5.17296,0.46814,-0.0678757,-0.808446,-0.993506,-1.19093,-1.22784,-0.992246,-0.461711,-0.424035,-0.165614,0.00435114,0.259813,0.150347,0.18387,-0.118934,-0.288338,-0.219732,-0.345789
-16.7044,5.17399,0.497011,0.00319093,-0.569227,-1.01312,-1.13253,-1.04667,-0.936995,-0.698059,-0.58071,-0.0135857,0.361327,0.29295,0.0369559,-0.0630929,-0.193302,-0.22958,-0.0417912,-0.252576
-16.7505,5.21421,0.810315,-0.0243029,-0.743806,-1.09036,-1.05103,-1.18947,-0.877894,-0.735853,-0.385251,0.0837389,0.135773,-0.211015,-0.333343,-0.0382138,-0.341533,-0.300324,0.0222674,-0.0428735
-16.9269,5.12417,0.734116,0.120909,-0.546737,-0.650292,-1.1113,-1.14973,-0.726582,-0.433322,-0.273672,-0.068902,-0.230456,-0.263507,-0.223166,-0.22635,-0.161433,-0.139216,-0.141579,-0.180852
-17.2473,5.0278,0.358699,0.083692,-0.254266,-0.549905,-0.858303,-0.862207,-0.870338,-0.637404,-0.320406,-0.183403,0.212163,-0.146703,-0.299911,-0.234571,-0.299521,-0.195487,-0.144337,-0.245698
-17.2577,5.12103,0.480551,0.243946,-0.350816,-0.612455,-1.30266,-0.755502,-0.762586,-0.342626,-0.292613,-0.0155367,-0.0198072,0.110925,-0.171109,-0.338093,-0.471218,-0.203349,-0.22591,-0.446815
-17.3292,5.03511,0.724978,0.14929,-0.297117,-0.607541,-1.01784,-0.427331,-0.833383,-0.66073,-0.409263,0.0297607,-0.224346,-0.122816,-0.1888,-0.221718,-0.307627,-0.30428,-0.181171,-0.0037428
-17.1313,5.52159,0.664832,0.162543,-0.494908,-0.755651,-1.35842,-0.813994,-0.860654,-0.499986,-0.535888,-0.246228,-0.0726973,0.0774108,-0.130403,-0.0725577,-0.348688,-0.385933,-0.401871,-0.0533397
-17.1474,5.18802,0.624525,0.294495,-0.446187,-0.839433,-1.36623,-1.31659,-1.08973,-0.559985,-0.312233,0.0482923,-0.072185,-0.196352,-0.0235676,-0.195467,-0.463148,-0.426567,-0.331375,-0.32295
-16.9717,5.27596,0.69096,0.0240354,-0.523142,-0.810392,-1.17222,-1.20311,-1.04101,-0.587218,-0.494155,-0.146788,0.185446,0.0699721,-0.160484,-0.195613,-0.143535,-0.358318,-0.286972,-0.346692
-17.0534,5.53765,0.705811,-0.0311948,-0.855582,-1.16185,-1.47122,-1.01591,-0.822007,-0.348865,-0.270061,-0.20722,-0.0812157,-0.121317,-0.242775,-0.157243,-0.314489,-0.121244,0.00374723,-0.299513
-14.945,5.46683,-0.0355693,-0.474847,-1.45695,-1.35928,-1.12122,-0.766496,-0.0806311,-0.0610075,-0.0892999,-0.390205,-0.391027,-0.109985,-0.231641,-0.0547524,-0.0235675,-0.135978,0.0583611,-0.129417
